all_type,text
L-I,A yellow flower looks yellow because the red and the green light in the white light are reflexed in to you eyes and the blue is absorbed 
L-I,Shadow darkness made when light shines on an opaque nontransparent object If the light shines on an opaque object it is imposable for the shadow to be on the same side the light is coming from unless there is a mirror If there is no light there isn't a shadow So there is a shadow where the light cant reach 
L-I,A lunar eclipse is when the earth is between the sun and the moon and it casts a shadow over the moon 
L-I,Inside luminous objects or animals some form of energy changes into light energy This energy usually changes into chemical electrical thermal and nuclear energy The process of giving off light is called incandescence 
L-I,You have three eye cones in your eyes One is sensitive to red one is sensitive to blue and one is sensitive to green so when you see something blue the blue eye cone starts getting sensitive so you can see the color 
L-I,When we look at a red rose the red eye cone color bounces off into our eye and the other two colors absorb so you see the color of the rose 
L-I,When we had the class debate I was the only student who was not on a side because my theory was light travels in waves but the waves go in a strait line and the debate was between straight line and waves And now we have lots of ideas from the debate and we don't know which one is right now is light travels sort of like this Light travels in a straight line but appears to be wavy or light travels in waves but appears to be straight That means that light has aspects of both straight lines and waves It depends on how you look at it Or what your experiment is trying to prove In our class we have seen experiments that prove both that light travels in straight lines box with powder and shadow experiments and wavy lines Thomas Young experiment 
L-I,My understanding of Light The colors of light Light is made up of many many different colors You cannot see those colors because those colors mixed together to get white light White light is transparent so you cant see it 
L-I,When it rains the raindrops split the light so you can see 7 discolored orange yellow green blue indigo and violet that make a rainbow 
L-I,The way you see what color everything is is because of light hitting your eye when their is a green leaf the light hits it before it splits up it is called white light the green leaf absorbs the other colors but the green keeps going because it is the same color The green light keeps going until it goes into your eye Then the brain identifies what color and it is 
L-I,Cones tire easily If you were looking at a green apple the cone that responds to green light gets tired So when you look at a piece of white paper the green cone would be to tired but the red and blue wouldn't and red and blue make purple And purple is the opposite of green on the color wheel 
L-I,This is why the colors of the rainbow are in the same order As you know there are seven colors that we know of They all travel at a the same wave frequency and they get mixed But when light goes through something like rain the frequency of the light waves get differed For some reason red always has the longest frequency and purple has the shortest 
L-I,That is why when you look at a yellow thing the red and green light bounce of it but blue gets absorbs mixes and comes to your eye as yellow 
L-I,A thing that involves color and is very magnificent is the northern lights This happens because of magnetic disturbances of the sun The sun sends out particles of electricity that are microscopic The earths atmosphere makes the air electrified and then it glow The colors that glow are red pink and green 
L-I,There are also things called solar panels They are made to catch light The light that they catch is used to make electricity Solar panels probably have a lot of tubes connected 
L-I,A shadow is the darkness on the other side of an opaque object whits is nontransparent When a light shines on an opaque object the light cant get around it so there is only darkness whits is a shadow 
L-I,A lunate eclipse is when the art goes between the moon and the sun The sun hits the eart and the eart casts a shadow on the moon winch give the moon total darkness 
L-I,A solar eclipse is when the moon is in the middle and blocks the light from hitting the earth making that side dark 
L-I,1 How do you think light travels My theory is that since light doesn't travel on anything it has to make enough energy to keep going My theory is that there are little wavelets of energy that travel inside bigger straight lines Like a flashlight That also explains why light is hot 
L-I,People make shadows by just standing in the light Because light travels in a titrate line or Waveland it hits a portion or thing and the blocks the light so it cant reach the ground and thee for makes an outline of that object 
L-I,Shadow My theory is that all the light gets around but it doesn't get past your body so it is dark and the shape of your body 
L-I,A lunar eclipse is when the earth is between the sun and the moon and it casts a shadow over the moon 
L-I,A solar eclipse it happens when the moon is located between the sun and the earth and the moon blocks the sunlight 
L-I,Solar energy Solar panels are dark so they attract heat and the sun is turned into thermal energy In the panels there are little tubes and the water gets warmer the warm water is pumped into a storage tank and it heats the house 
L-I,The Northern lights are red pink ghostly greens the Northern lights happen when the sun bombards earth with particles that are electric When they hit the highest part of the earths atmosphere they electrify the air and it glows 
L-I,A lunar eclipse is when the earth is between the moon and the sun in which the sun shines on earth and makes a shadow on the moon which makes the moon in total darkness 
L-I,If a white light is shined on a red flower the green and blue is absorbed and the red is reflected that is how we see a red flower 
L-I,there are two parts of a shadow a umbra dark part which is in the middle and penumbra light part is on the outside part 
L-I,Your eyes cant fully adjust to the dark but they can a bit my eyes have never fully adjusted to the dark but I have had light near and it was dark because I was near a lot of light then it suddenly changes my body wont react too fast but it can wait a few seconds and it will think I have Benn there long enough but with no light I don't think your eyes can adjust to a perfectly dark room 
L-I,Lasers are a very very strong source of light they are so hot that they can cut through metal bars with ease diamond sellers cut Simmonds which is one of the hardest substances on earth  
L-I,Transparent means full SE through so nontransparent means opaque non SEe through 
L-I,Aura Borealis commonly none as the northern lights are a form of colored light is usual found in the north pole but it can go south like to France or Italy The natives feared them because they thought they were evil things 
L-I,Photoluminescence is when an animal makes it one light FACT over 70 of the worlds deep sea fish are photoluminescence fireflies are also photoluminescence 
L-I,photoluminescence is when creatures in small dark places can make them selfs viable for example fire flies have photoluminescence and their is this kind of fish that has a little light on its head 
L-I,those are the colors of your eye cones What I mean by your eye cones is you have eye cones is that you have cones in your eyes that are shaped like ice cream cones by mixing them you get the Secondary colors 
L-I,The Secondary colors of light are made by mixing the Primary colors of light here are the Secondary colors of light  Yellow Magenta and Cyan here is how their made  
L-I,the Northern lights are branches of colored light in the sky you can only see them in the north pole but some times you can see them in muskox in the winter 
L-I,A transparent object is something you can see though like Stephanie light can go right though it 
L-I,A translucent object is some thing that you can kind of see though like paper paper is sort of dark sort of light  
L-I,When you have two light sources facing on one thing and there turned on you see two shadows And the same thing happens when you have three light sources are there but three shadows appear 
L-I,If you add light to a prism it should change the white light into the colors of the rainbow Red Orange Yellow Green Blue Violet and Indigo
L-I,My understanding of natural and artificial light is that living things make there own light like fireflies squids bacteria and fungi 70 present of the worlds deep sea fish make their own light 
L-I,Lasers can burn through the hardest substance like diamonds the hardest things on earth Laser can burn thousands of holes in 1 day 
L-I,The law of reflection is that if you shine light at a 90 degree angle it will be reflected as a 90 degree angle the light ray that egos to the flat mirror is called the incident ray and the ray that bounces off is called reflected ray 
L-I,its used in things like flashlights if we didn't use concave mirrors in flashlights it would be like a candle 
L-I,Convex lens with light rays will concentrate light making a focus point that is the most concentrated and after that it starts to get less concentrated 
L-I,I also learned that light can not go through an opaque object because it isn't transparent 
L-I,Another one of the things I learned was that in ancient times people used sundials to tell the time They could tell that the higher the sun was in the sky the shorter the shadow 
L-I,When light hits a double convex lens it travels together and hits and the light is concentrated at the focal point 
L-I,Lasers are very bright and they can burn through anything in the world It can burn through steel and chrome and cloth and iron and metal and everything 
L-I,When white light goes through a prism it will make a rainbow All the colors that come out of the prism will be rainbow colors
L-I,Chemiluminescence turns chemical energy into light I used to have glowing stars and a moon on the top of my closet so that is an example of chemiluminescence 
L-I,Making a rainbow with rain is when its raining lightly and the sun is out An example is when you turn on a sprinkler and the sun is shining 
L-I,when light hits a flat mirror the angle of incidence equals the angle of reflection When an incident ray hits a 40 degree angle it will come out a 40 degree angle 
L-I,A translucent object is not see through That means that you cant look through it But a little light can come through A translucent object can be a pace of paper and an mica computer 
L-I,A concave mirror has a sort of cave shape We have mirrors that are flat the mirror that I am talking about is that mirror but pushed in This mirror looks like a bowl When you look into it you see a long shape of yourself 
L-I,a convex mirror is the very opposite This mirror is pushed out This mirror looks like a belly As we gr 4 call it a belly mirror when you look into one of these mirrors you see yourself up side down 
L-I,concave lens heal near sided people see far sided The light rays goad through the eyes and connect at the back of the head 
L-I,lasers are very bright and very strong They can go through anything If you put a red balloon inside a a white balloon and shine a laxer on it the balloon will pop 
L-I,a shadow wilel appear when you are facing north Your shadow wilel be in front of you If you are facing south your shadow wilel be behind you And if you are facing east your shadow wile be on your right and if you are facing west your shadow is on your left 
L-I,To make white light is to shine blue light red light and green light Shine all of the colors in the same spot Then you will see white light Here is a picture to make it more simple 
L-I,Light can be diffused when light is shone and hits a bumpy mirror and reflects and the light spreads out like a concave lens  whits is called diffused reflection 
L-I,To make a rainbow withs prism is simple  Just get a prism and go outside Then hold the prism in the air and you'll see a rainbow But sometimes you can not see all the colors
L-I,Co lours of light You can make white light by mixing red green and blue  primary colors of light light together 
L-I,The secondary colors of paint are orange  green and violet and they are the colors that the primary colors make when they mix each other 
L-I,There are three rinds of eye cones in your eyes They are red green and blue They are sensitive to objects that are either yellow red green blue cyan or magenta 
L-I,The gilt rays from a convex lens go inwards into a point That point is the meeting place of the light 
L-I,Your eyes can adjust to darkness after a few minutes in pitch blackness In a movie theater the movie has light on the screen but it isn't very bright But at least you can see the outlines of the people that you are sitting between 
L-I,The angle incidents equals the angle of reflection 
L-I,A defuse reflection happens when light hits a bumpy mirror 
L-I,When two different colored lights hit an nontransparent object it makes two different colored shadows one that is on one side of the nontransparent object and one that is one the other lets say that the two different colored lights where red and green and you shined those lights on each side of an nontransparent objects ball One shadow will be green and the other will be red but on either side of the nontransparent object 
L-I,There are many theories about light there is the straight line theory that is when light travels in straight lines only There is also a theory that is called ripple waves that is when you tutu still water and it makes ripple waves the man that discoverer ripple waves was Christian Huygens The other theory is the combo theory that is when the waves are in the straight lines And there is the cancel out theory and that is where the straight lines cancel the waves 
L-I,You have three eye cones in your eyes one is red and one is green and one is blue They are all sensitive to there own colors 
L-I,The next view is the Co lours of Light view with rainbows A rainbow is created when white light hits though a prism and makes a rainbow You can also diffuse a rainbow by letting the light make a rainbow and put another prism beside and it and it creates white light again
L-I,when light hit a concave mirror the light rays go everywhere but when light rays hit a convex mirror they act normally 
L-I,You have three eye cones a blue cone a red cone and a green cone The red cone is sensitive to red light the green cone is sensitive to the green light and the blue cone is sensitive to blue light 
L-I,We have 3 different eye cones The 3 eye cones are 3 different colors those colors are red green and blue 
L-I,A concave mirror looks like a bowl When light hits a concave mirror it bounces of like in the picture below 
L-I,There is some thing called the law of reflection The law of reflection on a flat mirror is when the light bounces of the mirror at the same angle it came on to the mirror 
L-I,A diffused reflection happens on a bumpy mirror Its when all the light goes in lots of directions 
L-I,Objects that give off their own light are called luminous objects Light sources don't have to be natural to be luminous The sun is luminous as well 
L-I,Thermoluminescence is different souses that glow by friction and can create blue sparks One of these sources is wintergreen Life Savers If you are chewing one turn the lights of  Look in a mirror while chewing Look in your mouth and you will see the candy brakes up in to blueish green sparks 
L-I,Cones are things that respond to colored light There are three kinds of light that cones respond to Red blue and green 
L-I,Light is the colors of the rainbow compressed to make white light A prism splits up light into separate colorsred orange yellow green blue indigo violet 
L-I,There are different names for the colors of light Those names are the primary colors of light and the secondary colors of light There not just named orally The primary colors are the first colors that make up the secondary colors 
L-I,The primary colors are red blue and green The same colors as your eye cones 
L-I,A convex mirror is shaped like a belly and a concave mirror is shaped like a cave 
L-I,A concave mirror concentrates the light and a convex mirror does the opposite 
L-I,A convex mirror since it spreads the light out lets you see more of the stuff behind you A concave mirror since it concentrates light lets you see close up Concave mirrors are used by doctors to see up close 
L-I,They also have something called the law of reflection The law of reflection is the angle of incidence equals the angle of reflection To clarify that if light hits a flat mirror at say a 75 degree angle it is going to come off the mirror at a 75 degree angle 
L-I,You can add another lens to one of those lenses also A double concave lens would spread out the light and a double convex would concentrate the light 
L-I,There are two kinds of light Natural and artificial Natural light is light from a natural light source and artificial light is something that is made from a artificial light source like light bulbs 
L-I,But first natural light There are two sections that I am going to write about First photoluminescence Photoluminescence is made from a living thing Like electric sale They make their own light Therefore electric sale are electroluminescent So are glow worms squids fireflies and even bacteria and fungi 
L-I,The second thing is fluorescence That is made with friction Like when two stones rub together They make fire whits is heat and light That is fluorescence 
L-I,News flash If you put a red balloon inside a white balloon and shine a laser at it the laser will pop the red balloon but the white balloon will be unharmed 
L-I,And umbra is made when you shine a light source over an object that is bigger than the light source That makes a big shadow that is pretty darker 
L-I,A penumbra is when you shine a light source on something that is smaller than the light source That makes a little umbra and a penumbra which is lighter 
L-I,Eye cones are things that are in your eyes and they see every thing is upside down The image goes threw the eye cone and to the brain and the brain turns it rightsize 
L-I,fl you want to make a rainbow you put a prism down and you shine a flashlight at it All the colors will come out the other side
L-I,An umbra is a dark shadow and a penumbra is a light shadow for instance if a light is really dim you will have a penumbra if the light is sting its an umbra 
L-I,We did an ensnarement with different colored projector lenses and an opaque ball handing from the sling and we saw shadows First we saw 1 shadow when we terned on 1 light there was a dark shadow when we turned on 2 lights there were 2 light shadows and uprise surprise when we toned on all the lights there were 3 light shadows 
L-I,Shadows on the earth are not completely black but the shadows on the moon they are 
L-I,The rainbow is made up of colored light The colors of the rainbow are red orange yellow green blue indigo and violet 
L-I,There are three eye cones in our eyes and the colors are red green and blue 
L-I,A concave object is is pushed back and if you look into a concave mirror you see yourself upside and 
L-I,a convex object is pushed out and if you look into a convex mirror you see yourself right side up but you are very large 
L-I,When colored light is shined at a opaque object the shadow is black like a normal shadow but when you shine two colored lights there are two shadow and the colors are the colors of the light 
L-I,Sundials are a form of telling time You can tell the time by the position of the shadow 
L-I,Shadows also are used to tell directions like north and south you also look at the shadow and that will tell you the direction you are walking in 
L-I,A concave mirror is a mirror that goes in and when light is shewn on it the light gets focused 
L-I,A convex mirror is a mirror that goes out and when you shine light on it the light bounces off straight looking 
L-I,All of the secondary colors mixed together equals white light 
L-I,A transparent object is clear and lets 100 light pass through 
L-I,A translucent object is clear swell but only lets 50 go through 
L-I,An opaque object lets 0 through 
L-I,The law of reflection on a flat mirror is The angle of incidence equals the angle of reflection 
L-I,The secondary colors are yellow cyan and magenta yellow indigo and purple 
L-I,Red and blue make magenta 
L-I,Blue and green make cyan and 
L-I,green and red make yellow 
L-I,All three primary colors make white 
L-I,Light and materials The most useful materials to use in experiments about light are lenses and mirrors But first mirrors There are two kinds of mirrors There names are concave and convex 
L-I,You cant forget flat mirrors There sort of in the middle Flat mirrors are pretty important to 
L-I,That law only works for smooth mirrors though 
L-I,On bumpy mirrors the reflected ray would go in all directions That is a called a diffused reflection 
L-I,Now lenses There are two kinds of lenses Concave and convex Just like the mirrors they do the same things 
L-I,Lenses are transparent 
L-I,There are two other forms that Translucent and opaque 
L-I,A transparent object means see through 
L-I,a translucent object colors the light and 
L-I,an opaque object means that it stops the light completely 
L-I,Now  artificial light First chemiluminescence Chemiluminescence is when chemicals react to make light 
L-I,Then there are lasers Lasers are extremely bright and very strong They can go through anything 
L-I,There are two different ways you can play with shadows One is an umbra and the other is a penumbra 
L-I,Those are the small the things to do with shadows but there are much bigger things Those things are eclipses There are two eclipses that we know of Solar and lunar 
L-I,3 Is it true that we cant see without light Of course not 
L-I,The colors of light I think are in the rainbow winch are redOrangeYellowGreenBlueIndigoand Violet 
L-I,The primary colors of light are red green and blue 
L-I,the primary colors of pigment paint are Bluebeard yellow 
L-I,There are 2 rinds of light natural and artificial The kind of light that is in your home is artificial if all the windows are covers 
L-I,Photoluminescence is light made by animals such as fireflies and the tiny fish that live at the bottom of the sea winch my mom loves 
L-I,The aurora Borealis is very bucketful it is light that hits the sky probably threw water that is why it looks waive 
L-I,fl you want to make white light you mix red blue and green together and you have white light 
L-I,A lunar eclipse is when the earth is in front of the moon 
L-I,a solar eclipse is when the moon goes in front of the earth 
L-I,A concave mirror is a mirror that is bent in 
L-I,A convex mirror is a mirror that is bent out 
L-I,Photoluminescence is made by animals whose habits don't have much light 
L-I,Misalliance is made by semicircles 
L-I,Transparent objects are objects that you see threw 
L-I,translucent is when only some light can shine threw 
L-I,concave mirrors reflect light out and convex mirrors footrace the light 
L-I,the law of reflection on a flat mirror is the light goes onto the mirror and bounces in the isopleth direction 
L-I,the law of diffuse refection is the light goes to the mirror and bounces in the same detection 
L-I,concave lenses and light rays help near sited people see far sited and 
L-I,convex mirrors help far sited people see near sited 
L-I,solar powered things are made with solar panels 
L-I,lasers are a toolbox they melt mettle 
L-I,An penumbra is a shadow shining around the shadow 
L-I,An umbra is a dark shadow that comes from a small light 
L-I,An opaque is an nontransparent thing 
L-I,Chemiluminescence is produced by a chemical reaction 
L-I,Luminescence is made by living things 
L-I,Lasers are very bright and intense and can burn through anything 
L-I,Things that glow have florescences 
L-I,Co lours of light The primary colors of light are red blue and green 
L-I,And the secondary colors of light are yellow magenta and cyan 
L-I,Black light is made up of all the colors 
L-I,and white light reflects everything 
L-I,If you look at something that is blue all the colors are absorbed except blue and that is for every other color 
L-I,Light and materials A transparent object is a see through 
L-I,a translucent object is see through but a little burier 
L-I,An opaque object is not see through 
L-I,The law of reflection is if light hit s a mirror on a 90 degree angle and it goes back ons 90 degree angle 
L-I,Diffuse reflection is if you crumple tin foil the light goes all over the place 
L-I,A convex lens concentrates the light 
L-I,a concave lens spreads the light out 
L-I,the primary colors of light are red green and blue 
L-I,The secondary colors of light are Yellow magenta and cyan 
L-I,White light is made from the primary colors mixed 
L-I,If you shine light on a prism it makes a rainbow
L-I,Eye cones are cones in your eyes that help you see colors 
L-I,Northern lights are colored lights 
L-I,Transparent objects are objects that can not be seen through and are opaque 
L-I,Translucent objects are objects are you can see through but not perfectly 
L-I,An opaque object is a object that is sold and cannot be seen through 
L-I,The law of reflection is the angle of incidence equals the angle of reflection 
L-I,If you shine a light source on a crinkly piece of tinfoil the reflection goes every where and is called a diffuse reflection 
L-I,A concave lens goes in 
L-I,and a convex lens goes out 
L-I,Solar panels are panels used with light 
L-I,Photoluminescence is a animal that makes its own light 
L-I,Chemiluminescence is chemical made light 
L-I,fluorescence is things that glow like a glow sticks from a party 
L-I,Lasers are a really strong form of light 
L-I,"if worms have eyes my  theory is that they don't because 1 if they did the soil would get into their eyes unless their eyes had see through membranes on them to stop that but that would be to complex for worms
The second reason is that worms are too primitive to have  eyes
Thats why I think that they have a special sense that tells the worms if its light or dark through the heat when its light outside they feel heat and when its dark its cold
  "
L-I,worms don't have eyes because they have photo receptors we have those in our spectrophotometers sense the light so the worms can move The light patterns show the worms where to go Heat is in the light and the photo receptors also help them to sense heat 
L-I,is when you put litter in the compost bin you are littering because things in the compost get put in the soil so if you put your candy wrapper that came from the house down the street last Halloween the wrapper will get put in the soil and there it will stay you probably do not care cause your probably enjoying the candy cause compost is banana peels or apple cores that have the left over nutrients in it that go in the soil also they do not hire people to sort through the compost so maybe you should read the sign that goes over the bin saying  COMPOST recycling AND LITTER and after you eat an apple core it can be used in a different way   
L-I,is that rocks get chopped up by feet and other rocks which are rolled over to the other rocks  over time they are chopped into smaller pieces of rock And that repeats until they are tiny pieces Then it rains which makes it nice and moist Then the sun dries it up a little bit You do not want it too dry Then it needs a little air Worms fertilize it And now we have soil soil does not come from any particular place 
L-I,is that soil is made out of rocks that get turned into sand then you maybe take a little bit of grounded up wood You take a little water then a little sunshine and there is your soil   
L-I,is because we have a sense of up and down worms have a sense of light and dark Like when we have been in the dark for a long time when you come out even when your eyes are closed you can still feel the light 
L-I,is that it is rolled over and crushed rock and it needs compost to stay healthy because the compost dissolves and its nutrients does not so it goes in the soil 
L-I,"is that worms have a six sense which is electro
charge sensory This specific sense is the same one that Platypus use to catch its food The way this sense works is every single object on earth has electro charges bouncing off it so when the worm comes it feels the charges so it does not bump into it Since there are so many roots underground this sense comes in handy under there Only certain animals have a six sense like Platypus Worms and many more animals have a six sense  "
L-I,is that Algae isn't exactly Fungi because Algae is a under water Aqua plant And Fungi is known not to be a plant but to be something completely different It has its own kingdom In fact Fungi id closer to a animal then a plant I think that Algae is NOT connected to fungi but is connected to plants my theory is that there are different kinds of under water Fungi and maybe Algae is connected to THAT type of Fungi truly E 
L-I,is that fungus feeds the trees that DO Give us air and in that way it helps us have oxygen and air And that relates to how we breath out Carbondale and the trees need that to make air for us and  we keep the trees doing that process and the routine that helps us live So thats like we are trees to them because we give them their air and they give us our air by their air that we give them 
L-I,I do not think so because Ive touch a tree that has fungus on it it did not come on to me 
L-I,fungus etch dead thing not grow on them
L-I,fungi and fungus is piratically the same thing   because fungi etch what eve its on sow does fungus but mi us geeing
L-I,I think so to I ha seen mold on blue sees 
L-I,is that fungus mushrooms give trees minerals and the tree gives the fungi mushrooms sugar 
L-I, I think that it takes a week or more for fungi to spread I think that fungi spreads to eat and to get energy
L-I, I think that fungus is basically mold because they look the same  there both the same ripe
L-I,I think fungus is a related to mold  like there in the same family there in a family
L-I, I disagree fungi is related to mold they look the same and there in the same family
L-I,how does fungi help the planet I think it helps the trees grow
